_name=Carrier
_uid=0
_timeDuration_sec=1
_numSamplePts=2000
_samplingFreq_Hz=2000
_isComplex=1
_carrierFreq_Hz =1000
# xR, xI
0.863801,0.503833
-0.863674,-0.504051
0.863669,0.504059
-0.863542,-0.504277
0.863414,0.504496
-0.86341,-0.504504
0.863282,0.504722
-0.863277,-0.50473
0.86315,0.504948
-0.863145,-0.504956
0.863017,0.505174
-0.863013,-0.505182
0.862885,0.5054
-0.862757,-0.505619
0.862753,0.505626
-0.862625,-0.505845
0.86262,0.505852
-0.862492,-0.506071
0.862488,0.506078
-0.862359,-0.506297
0.862231,0.506515
-0.862227,-0.506522
0.862099,0.506741
-0.862094,-0.506748
0.861966,0.506966
-0.861961,-0.506974
0.861833,0.507192
-0.861705,-0.50741
0.8617,0.507418
-0.861572,-0.507636
0.861567,0.507644
-0.861439,-0.507862
0.861434,0.507869
-0.861306,-0.508087
0.861301,0.508095
-0.861172,-0.508313
0.861044,0.508531
-0.861039,-0.508538
0.860911,0.508756
-0.860906,-0.508764
0.860777,0.508982
-0.860773,-0.50899
0.860644,0.509207
-0.860515,-0.509425
0.86051,0.509433
-0.860382,-0.509651
0.860377,0.509658
-0.860248,-0.509876
0.860243,0.509884
-0.860114,-0.510101
0.859985,0.510319
-0.859981,-0.510327
0.859852,0.510544
-0.859847,-0.510552
0.859718,0.510769
-0.859713,-0.510777
0.859584,0.510995
-0.859579,-0.511002
0.85945,0.51122
-0.859321,-0.511437
0.859316,0.511445
-0.859187,-0.511662
0.859182,0.51167
-0.859053,-0.511887
0.859048,0.511895
-0.858918,-0.512112
0.858789,0.51233
-0.858784,-0.512337
0.858655,0.512555
-0.85865,-0.512562
0.85852,0.51278
-0.858516,-0.512787
0.858386,0.513004
-0.858256,-0.513222
0.858252,0.513229
-0.858122,-0.513446
0.858242,0.513245
-0.858238,-0.513252
0.857983,0.513679
-0.857978,-0.513686
0.857973,0.513694
-0.857718,-0.514121
0.857713,0.514128
-0.857709,-0.514136
0.857704,0.514144
-0.857448,-0.51457
0.857444,0.514578
-0.857439,-0.514585
0.857435,0.514593
-0.857179,-0.515019
0.857174,0.515027
-0.85717,-0.515034
0.856913,0.51546
-0.856909,-0.515468
0.856904,0.515476
-0.8569,-0.515483
0.856643,0.515909
-0.856639,-0.515917
0.856634,0.515925
-0.856377,-0.51635
0.856373,0.516358
-0.856368,-0.516366
0.856364,0.516373
-0.856107,-0.516799
0.856102,0.516807
-0.856098,-0.516814
0.85584,0.51724
-0.855836,-0.517247
0.855831,0.517255
-0.855827,-0.517263
0.855569,0.517688
-0.855565,-0.517696
0.85556,0.517703
-0.855303,-0.518129
0.855298,0.518136
-0.855293,-0.518144
0.855289,0.518152
-0.855031,-0.518577
0.855026,0.518584
-0.855022,-0.518592
0.854764,0.519017
-0.854759,-0.519025
0.854755,0.519032
-0.85475,-0.51904
0.854492,0.519465
-0.854487,-0.519472
0.854483,0.51948
-0.854224,-0.519905
0.85422,0.519912
-0.854215,-0.51992
0.85421,0.519928
-0.853952,-0.520352
0.853947,0.52036
-0.853942,-0.520368
0.853938,0.520375
-0.853679,-0.5208
0.853674,0.520807
-0.85367,-0.520815
0.853411,0.521239
-0.853406,-0.521247
0.853401,0.521254
-0.853397,-0.521262
0.853137,0.521686
-0.853133,-0.521694
0.853128,0.521701
-0.852869,-0.522126
0.852864,0.522133
-0.852859,-0.522141
0.852855,0.522148
-0.852595,-0.522572
0.85259,0.52258
-0.852586,-0.522588
0.852326,0.523011
-0.852321,-0.523019
0.852316,0.523027
-0.852312,-0.523034
0.852052,0.523458
-0.852047,-0.523465
0.852042,0.523473
-0.851782,-0.523897
0.851777,0.523904
-0.851773,-0.523912
0.851768,0.523919
-0.851507,-0.524343
0.851503,0.52435
-0.851498,-0.524358
0.851237,0.524781
-0.851232,-0.524789
0.851228,0.524796
-0.851223,-0.524804
0.850962,0.525227
-0.850957,-0.525235
0.850953,0.525242
-0.850691,-0.525665
0.850687,0.525673
-0.850682,-0.52568
0.850677,0.525688
-0.850416,-0.526111
0.850411,0.526119
-0.850407,-0.526126
0.850145,0.526549
-0.85014,-0.526556
0.850136,0.526564
-0.850131,-0.526572
0.849869,0.526994
-0.849864,-0.527002
0.84986,0.527009
-0.849855,-0.527017
0.849593,0.527439
-0.849588,-0.527447
0.849583,0.527454
-0.849321,-0.527877
0.849316,0.527884
-0.849312,-0.527892
0.849307,0.5279
-0.849044,-0.528322
0.84904,0.528329
-0.849035,-0.528337
0.848772,0.528759
-0.848767,-0.528767
0.848763,0.528774
-0.848758,-0.528782
0.848495,0.529204
-0.84849,-0.529211
0.848485,0.529219
-0.848222,-0.52964
0.848218,0.529648
-0.848213,-0.529656
0.848208,0.529663
-0.847945,-0.530085
0.84794,0.530092
-0.847935,-0.5301
0.847672,0.530521
-0.847667,-0.530529
0.847662,0.530537
-0.847657,-0.530544
0.847393,0.530965
-0.847389,-0.530973
0.847384,0.530981
-0.84712,-0.531402
0.847115,0.531409
-0.84711,-0.531417
0.847106,0.531424
-0.846841,-0.531846
0.846837,0.531853
-0.846832,-0.531861
0.846567,0.532282
-0.846563,-0.532289
0.846558,0.532297
-0.846553,-0.532304
0.846288,0.532725
-0.846284,-0.532733
0.846279,0.53274
-0.846274,-0.532748
0.846009,0.533168
-0.846004,-0.533176
0.846,0.533183
-0.845734,-0.533604
0.84573,0.533612
-0.845725,-0.533619
0.84572,0.533627
-0.845455,-0.534047
0.84545,0.534055
-0.845445,-0.534062
0.84518,0.534482
-0.845175,-0.53449
0.84517,0.534497
-0.845165,-0.534505
0.844899,0.534925
-0.844895,-0.534933
0.84489,0.53494
-0.844624,-0.53536
0.844619,0.535368
-0.844614,-0.535375
0.84461,0.535383
-0.844343,-0.535803
0.844339,0.53581
-0.844334,-0.535818
0.844067,0.536237
-0.844062,-0.536245
0.844058,0.536252
-0.844053,-0.53626
0.843786,0.53668
-0.843781,-0.536687
0.843777,0.536695
-0.84351,-0.537114
0.843505,0.537122
-0.8435,-0.537129
0.843495,0.537137
-0.843228,-0.537556
0.843223,0.537563
-0.843219,-0.537571
0.842951,0.53799
-0.842946,-0.537998
0.842942,0.538005
-0.842937,-0.538013
0.842669,0.538432
-0.842664,-0.538439
0.84266,0.538447
-0.842655,-0.538454
0.842387,0.538873
-0.842382,-0.538881
0.842377,0.538888
-0.842109,-0.539307
0.842105,0.539314
-0.8421,-0.539322
0.842095,0.539329
-0.841827,-0.539748
0.841822,0.539755
-0.841817,-0.539763
0.841549,0.540181
-0.841544,-0.540189
0.841539,0.540196
-0.841534,-0.540204
0.841265,0.540622
-0.841261,-0.54063
0.841256,0.540637
-0.840987,-0.541055
0.840982,0.541063
-0.840977,-0.54107
0.840972,0.541078
-0.840703,-0.541496
0.840699,0.541503
-0.840694,-0.541511
0.840424,0.541929
-0.84042,-0.541936
0.840415,0.541944
-0.84041,-0.541951
0.84014,0.542369
-0.840136,-0.542377
0.840131,0.542384
-0.839861,-0.542802
0.839856,0.542809
-0.839851,-0.542817
0.839846,0.542824
-0.839576,-0.543242
0.839572,0.543249
-0.839567,-0.543257
0.839297,0.543674
-0.839292,-0.543681
0.839287,0.543689
-0.839282,-0.543696
0.839012,0.544114
-0.839007,-0.544121
0.839002,0.544129
-0.838997,-0.544136
0.838726,0.544553
-0.838722,-0.544561
0.838717,0.544568
-0.838446,-0.544985
0.838441,0.544992
-0.838436,-0.545
0.838431,0.545007
-0.83816,-0.545424
0.838155,0.545432
-0.83815,-0.545439
0.837879,0.545856
-0.837874,-0.545863
0.837869,0.545871
-0.837865,-0.545878
0.837593,0.546295
-0.837588,-0.546302
0.837583,0.54631
-0.837312,-0.546726
0.837307,0.546733
-0.837302,-0.546741
0.837297,0.546748
-0.837025,-0.547165
0.83702,0.547172
-0.837015,-0.547179
0.836743,0.547596
-0.836738,-0.547603
0.836733,0.54761
-0.836729,-0.547618
0.836456,0.548034
-0.836451,-0.548041
0.836446,0.548049
-0.836174,-0.548465
0.836169,0.548472
-0.836164,-0.548479
0.836159,0.548487
-0.835886,-0.548903
0.835881,0.54891
-0.835877,-0.548917
0.835604,0.549333
-0.835599,-0.54934
0.835594,0.549348
-0.835589,-0.549355
0.835316,0.549771
-0.835311,-0.549778
0.835306,0.549786
-0.835301,-0.549793
0.835027,0.550208
-0.835023,-0.550216
0.835018,0.550223
-0.834744,-0.550638
0.834739,0.550646
-0.834734,-0.550653
0.834729,0.550661
-0.834455,-0.551076
0.83445,0.551083
-0.834446,-0.55109
0.834171,0.551505
-0.834167,-0.551513
0.834162,0.55152
-0.834157,-0.551528
0.833882,0.551942
-0.833878,-0.55195
0.833873,0.551957
-0.833598,-0.552372
0.833593,0.552379
-0.833588,-0.552386
0.833583,0.552394
-0.833309,-0.552808
0.833304,0.552816
-0.833299,-0.552823
0.833024,0.553237
-0.833019,-0.553245
0.833014,0.553252
-0.833009,-0.55326
0.832734,0.553674
-0.832729,-0.553681
0.832724,0.553688
-0.832448,-0.554102
0.832444,0.55411
-0.832439,-0.554117
0.832434,0.554125
-0.832158,-0.554538
0.832153,0.554546
-0.832148,-0.554553
0.831872,0.554967
-0.831867,-0.554974
0.831863,0.554982
-0.831858,-0.554989
0.831582,0.555403
-0.831577,-0.55541
0.831572,0.555418
-0.831567,-0.555425
0.83129,0.555838
-0.831285,-0.555846
0.831281,0.555853
-0.831004,-0.556266
0.830999,0.556274
-0.830994,-0.556281
0.830989,0.556289
-0.830712,-0.556702
0.830708,0.556709
-0.830703,-0.556717
0.830426,0.557129
-0.830421,-0.557137
0.830416,0.557144
-0.830411,-0.557152
0.830134,0.557564
-0.830129,-0.557572
0.830124,0.557579
-0.829846,-0.557992
0.829841,0.557999
-0.829836,-0.558007
0.829831,0.558014
-0.829554,-0.558427
0.829549,0.558434
-0.829544,-0.558441
0.829266,0.558854
-0.829261,-0.558861
0.829256,0.558869
-0.829251,-0.558876
0.828973,0.559288
-0.828968,-0.559295
0.828963,0.559303
-0.828685,-0.559715
0.82868,0.559722
-0.828675,-0.55973
0.82867,0.559737
-0.828392,-0.560149
0.828387,0.560156
-0.828382,-0.560164
0.828103,0.560576
-0.828098,-0.560583
0.828093,0.56059
-0.828088,-0.560598
0.827809,0.561009
-0.827804,-0.561017
0.827799,0.561024
-0.827794,-0.561032
0.827515,0.561443
-0.82751,-0.56145
0.827505,0.561458
-0.827226,-0.561869
0.827221,0.561876
-0.827216,-0.561884
0.827211,0.561891
-0.826932,-0.562302
0.826927,0.56231
-0.826922,-0.562317
0.826642,0.562728
-0.826637,-0.562736
0.826632,0.562743
-0.826627,-0.56275
0.826347,0.563161
-0.826342,-0.563169
0.826337,0.563176
-0.826057,-0.563587
0.826052,0.563594
-0.826047,-0.563601
0.826042,0.563609
-0.825761,-0.564019
0.825756,0.564027
-0.825751,-0.564034
0.825471,0.564445
-0.825466,-0.564452
0.825461,0.564459
-0.825456,-0.564467
0.825175,0.564877
-0.82517,-0.564884
0.825165,0.564892
-0.824884,-0.565302
0.824879,0.565309
-0.824874,-0.565317
0.824869,0.565324
-0.824588,-0.565734
0.824583,0.565741
-0.824578,-0.565749
0.824296,0.566159
-0.824291,-0.566166
0.824286,0.566173
-0.824281,-0.566181
0.824,0.56659
-0.823995,-0.566598
0.823989,0.566605
-0.823984,-0.566612
0.823703,0.567022
-0.823698,-0.567029
0.823693,0.567037
-0.82341,-0.567446
0.823405,0.567454
-0.8234,-0.567461
0.823395,0.567468
-0.823113,-0.567878
0.823108,0.567885
-0.823103,-0.567892
0.82282,0.568301
-0.822815,-0.568309
0.82281,0.568316
-0.822805,-0.568323
0.822523,0.568732
-0.822518,-0.56874
0.822513,0.568747
-0.82223,-0.569156
0.822225,0.569163
-0.822219,-0.569171
0.822214,0.569178
-0.821931,-0.569587
0.821926,0.569594
-0.821921,-0.569601
0.821638,0.57001
-0.821633,-0.570017
0.821628,0.570024
-0.821623,-0.570032
0.821339,0.57044
-0.821334,-0.570448
0.821329,0.570455
-0.821045,-0.570863
0.82104,0.57087
-0.821035,-0.570878
0.82103,0.570885
-0.820746,-0.571293
0.820741,0.571301
-0.820736,-0.571308
0.820452,0.571716
-0.820447,-0.571723
0.820442,0.57173
-0.820436,-0.571738
0.820152,0.572146
-0.820147,-0.572153
0.820142,0.57216
-0.820137,-0.572168
0.819852,0.572575
-0.819847,-0.572583
0.819842,0.57259
-0.819557,-0.572997
0.819552,0.573005
-0.819547,-0.573012
0.819542,0.573019
-0.819257,-0.573427
0.819252,0.573434
-0.819247,-0.573441
0.818961,0.573849
-0.818956,-0.573856
0.818951,0.573863
-0.818946,-0.57387
0.818661,0.574278
-0.818656,-0.574285
0.81865,0.574292
-0.818365,-0.574699
0.81836,0.574706
-0.818355,-0.574714
0.818349,0.574721
-0.818064,-0.575128
0.818058,0.575135
-0.818053,-0.575142
0.817767,0.575549
-0.817762,-0.575556
0.817757,0.575564
-0.817752,-0.575571
0.817466,0.575977
-0.817461,-0.575985
0.817455,0.575992
-0.817169,-0.576398
0.817164,0.576406
-0.817159,-0.576413
0.817154,0.57642
-0.816867,-0.576826
0.816862,0.576834
-0.816857,-0.576841
0.81657,0.577247
-0.816565,-0.577254
0.816559,0.577261
-0.816554,-0.577269
0.816267,0.577675
-0.816262,-0.577682
0.816257,0.577689
-0.81597,-0.578095
0.815964,0.578102
-0.815959,-0.57811
0.815954,0.578117
-0.815666,-0.578522
0.815661,0.57853
-0.815656,-0.578537
0.815651,0.578544
-0.815363,-0.57895
0.815358,0.578957
-0.815353,-0.578964
0.815065,0.579369
-0.81506,-0.579377
0.815055,0.579384
-0.81505,-0.579391
0.814761,0.579796
-0.814756,-0.579804
0.814751,0.579811
-0.814463,-0.580216
0.814457,0.580223
-0.814452,-0.58023
0.814447,0.580238
-0.814159,-0.580643
0.814153,0.58065
-0.814148,-0.580657
0.813859,0.581062
-0.813854,-0.581069
0.813849,0.581076
-0.813844,-0.581084
0.813555,0.581488
-0.81355,-0.581495
0.813545,0.581503
-0.813255,-0.581907
0.81325,0.581914
-0.813245,-0.581922
0.81324,0.581929
-0.81295,-0.582333
0.812945,0.58234
-0.81294,-0.582348
0.81265,0.582752
-0.812645,-0.582759
0.81264,0.582766
-0.812635,-0.582773
0.812345,0.583177
-0.81234,-0.583185
0.812334,0.583192
-0.812044,-0.583596
0.812039,0.583603
-0.812034,-0.58361
0.812029,0.583617
-0.811739,-0.584021
0.811733,0.584028
-0.811728,-0.584035
0.811723,0.584043
-0.811432,-0.584446
0.811427,0.584453
-0.811422,-0.584461
0.811131,0.584864
-0.811126,-0.584871
0.811121,0.584878
-0.811116,-0.584886
0.810825,0.585289
-0.81082,-0.585296
0.810814,0.585303
-0.810523,-0.585706
0.810518,0.585714
-0.810513,-0.585721
0.810508,0.585728
-0.810216,-0.586131
0.810211,0.586138
-0.810206,-0.586145
0.809914,0.586548
-0.809909,-0.586555
0.809904,0.586563
-0.809899,-0.58657
0.809607,0.586972
-0.809602,-0.58698
0.809596,0.586987
-0.809305,-0.587389
0.809299,0.587396
-0.809294,-0.587404
0.809289,0.587411
-0.808997,-0.587813
0.808991,0.58782
-0.808986,-0.587828
0.808694,0.58823
-0.808689,-0.588237
0.808683,0.588244
-0.808678,-0.588251
0.808386,0.588653
-0.80838,-0.588661
0.808375,0.588668
-0.808082,-0.58907
0.808077,0.589077
-0.808072,-0.589084
0.808067,0.589091
-0.807774,-0.589493
0.807768,0.5895
-0.807763,-0.589507
0.807758,0.589514
-0.807465,-0.589916
0.807459,0.589923
-0.807454,-0.58993
0.807161,0.590332
-0.807155,-0.590339
0.80715,0.590346
-0.807145,-0.590353
0.806851,0.590755
-0.806846,-0.590762
0.806841,0.590769
-0.806547,-0.59117
0.806542,0.591177
-0.806536,-0.591184
0.806531,0.591192
-0.806237,-0.591593
0.806232,0.5916
-0.806227,-0.591607
0.805932,0.592008
-0.805927,-0.592015
0.805922,0.592022
-0.805916,-0.592029
0.805622,0.59243
-0.805617,-0.592437
0.805611,0.592444
-0.805317,-0.592845
0.805312,0.592852
-0.805306,-0.592859
0.805301,0.592866
-0.805006,-0.593266
0.805001,0.593274
-0.804996,-0.593281
0.8047,0.593681
-0.804695,-0.593688
0.80469,0.593695
-0.804685,-0.593702
0.804389,0.594103
-0.804384,-0.59411
0.804379,0.594117
-0.804083,-0.594517
0.804078,0.594524
-0.804073,-0.594531
0.804067,0.594538
-0.803772,-0.594938
0.803766,0.594945
-0.803761,-0.594952
0.803756,0.594959
-0.80346,-0.595359
0.803455,0.595366
-0.803449,-0.595373
0.803153,0.595773
-0.803148,-0.59578
0.803143,0.595787
-0.803137,-0.595794
0.802841,0.596193
-0.802836,-0.5962
0.80283,0.596208
-0.802534,-0.596607
0.802528,0.596614
-0.802523,-0.596621
0.802518,0.596628
-0.802221,-0.597027
0.802216,0.597034
-0.80221,-0.597041
0.801913,0.59744
-0.801908,-0.597447
0.801903,0.597454
-0.801898,-0.597462
0.8016,0.59786
-0.801595,-0.597867
0.80159,0.597875
-0.801292,-0.598273
