_name=mixed
_uid=0
_timeDuration_sec=1
_numSamplePts=2000
_samplingFreq_Hz=2000
_isComplex=1
basebandTimeDuration_sec=1
basebandSamplingFreq_Hz=100
basebandSamplePts=100
basebandFreqRng_Hz=[10, 50]
carrierFreq_Hz=1000
carrierSamplePts=2000
carrierFreqRng_Hz=[500, 2000]
isTimeDomainSln=1

# xR, xI
0.0346121,-0.221608
-0.0335757,0.256659
0.027665,-0.288532
-0.0305718,0.318001
0.0327746,-0.340883
-0.0342573,0.35536
0.0347399,-0.360332
-0.0343504,0.355351
0.0330364,-0.340857
-0.0308217,0.317977
0.0280378,-0.288496
-0.0219984,0.255789
0.0171847,-0.220312
-0.0117978,0.185026
0.00600977,-0.151808
0.000191189,0.122072
-0.00679469,-0.0966667
0.0137124,0.0759938
-0.02092,-0.059982
0.0282664,0.0482889
-0.0355926,-0.0402581
0.0426166,0.0351532
-0.0500563,-0.0219262
0.0551699,0.0241667
-0.0591331,-0.0259205
0.0616457,0.0270226
-0.0625014,-0.0274165
0.0616386,0.0270387
-0.0591195,-0.0259515
0.0551509,0.02421
-0.0500333,-0.0219786
0.0175578,0.0492208
0.00190149,-0.0612766
-0.0262928,0.0788239
0.0562948,-0.103162
-0.0926273,0.135392
0.135575,-0.176154
-0.185211,0.225486
0.240847,-0.282658
-0.30106,0.346156
0.363796,-0.413226
-0.425881,0.480524
0.485841,-0.543024
-0.53548,0.598495
0.574172,-0.641414
-0.598741,0.668519
0.607125,-0.677868
-0.598916,0.668362
0.574508,-0.641113
-0.536096,0.597943
0.486409,-0.542514
-0.451387,0.440671
0.401499,-0.354002
-0.355676,0.260171
0.317756,-0.161269
-0.290784,0.058634
0.276612,0.047023
-0.275955,-0.154909
0.288151,0.264282
-0.311663,-0.373557
0.343521,0.480613
-0.380206,-0.582119
0.400552,0.693296
-0.441279,-0.764235
0.473024,0.819229
-0.492909,-0.854167
0.499799,0.866124
-0.492685,-0.854296
0.472395,0.819592
-0.440678,-0.764581
0.399656,0.693813
-0.343497,-0.61422
0.28884,0.52852
-0.23259,-0.443006
0.176697,0.362301
-0.122867,-0.289695
0.0721273,0.227201
-0.0248741,-0.175825
-0.0186171,0.135412
0.0583448,-0.105168
-0.0942049,0.0836459
0.126027,-0.0691122
-0.167573,0.0351703
0.184702,-0.0387166
-0.198003,0.0414523
0.206417,-0.043212
-0.209317,0.0437637
0.206429,-0.043158
-0.198025,0.0413486
0.184733,-0.0385714
-0.167618,0.0349538
0.149653,-0.0466064
-0.129555,0.0500858
0.109768,-0.0564492
-0.0914018,0.0665888
0.0753435,-0.0811599
-0.0620714,0.10059
0.0518665,-0.124929
-0.0446482,0.153792
0.0401155,-0.186324
-0.0378878,0.221071
0.0373075,-0.256143
-0.0319315,0.288091
0.0351964,-0.317522
-0.0378151,0.34036
0.0394252,-0.354823
-0.040068,0.359778
0.0396048,-0.354803
-0.0379934,0.34034
0.0355235,-0.317486
-0.0322333,0.288057
0.0257811,-0.255435
-0.0203894,0.220038
0.0145347,-0.184831
-0.00825594,0.151702
0.00158603,-0.122061
0.00536264,0.0967561
-0.0126038,-0.0761846
0.0200287,0.0602843
-0.0275589,-0.0486942
0.0349908,0.0407793
-0.0420891,-0.0357787
0.049729,0.022651
-0.054803,-0.0249789
0.0587461,0.0267768
-0.0612355,-0.0279301
0.0620921,0.0283215
-0.0612282,-0.0279462
0.0587321,0.0268076
-0.0547834,-0.025022
0.0496997,0.0227152
-0.0168371,-0.0494698
-0.00281009,0.0612406
0.0274388,-0.0784318
-0.0578164,0.102317
0.0945887,-0.134029
-0.138167,0.174127
0.188527,-0.22272
-0.244935,0.279122
0.306149,-0.341662
-0.36977,0.407887
0.432944,-0.474168
-0.49369,0.535894
0.544275,-0.590504
-0.583599,0.632845
0.608404,-0.659733
-0.617087,0.668808
0.608577,-0.659573
-0.58393,0.63254
0.544739,-0.590076
-0.494382,0.535256
0.457751,-0.434054
-0.406692,0.34802
0.359486,-0.254878
-0.320068,0.156626
0.291619,-0.0543237
-0.275898,-0.0510447
0.273632,0.158977
-0.284274,-0.268448
0.306101,0.378129
-0.336372,-0.485645
0.371694,0.587592
-0.39025,-0.699148
0.430111,0.770578
-0.460851,-0.826141
0.480427,0.861252
-0.486928,-0.873427
0.479991,0.861495
-0.460418,-0.826382
0.429317,0.77102
-0.389688,-0.699462
0.334674,0.619074
-0.281119,-0.532669
0.226119,0.446346
-0.171495,-0.364794
0.118637,0.291453
-0.0688124,-0.228227
0.0223544,0.176164
0.0205544,-0.135132
-0.0598712,0.104308
0.0954147,-0.0822667
-0.127006,0.0673025
0.168063,-0.0327696
-0.18525,0.0360252
0.19858,-0.0386156
-0.207019,0.0402547
0.209936,-0.0407137
-0.207039,0.04015
0.1986,-0.0385116
-0.185269,0.0359249
0.168113,-0.0325113
-0.150308,0.0444608
0.130261,-0.0482273
-0.11058,0.0548461
0.0923629,-0.0652518
-0.0764985,0.0800736
0.0635055,-0.0996919
-0.0536799,0.124161
0.0468448,-0.153137
-0.0427779,0.185731
0.0411013,-0.220496
-0.0410314,0.255573
0.0360505,-0.287604
-0.0397363,0.316986
0.0427644,-0.339773
-0.0445849,0.354211
0.0452119,-0.359167
-0.0447641,0.354189
0.0429424,-0.339751
-0.0400628,0.316945
0.0363519,-0.287566
-0.0294959,0.255032
0.0235897,-0.219718
-0.0171783,0.184604
0.0104633,-0.151565
-0.00336292,0.122025
-0.0039767,-0.0968224
0.0115112,0.0763566
-0.0191477,-0.0605686
0.0268454,0.0490892
-0.0344015,-0.0412747
0.0415614,0.0363862
-0.0493912,-0.0233709
0.0544368,0.025759
-0.0583535,-0.027613
0.0608189,0.0288167
-0.0616697,-0.0292205
0.0608184,0.0288178
-0.0583391,-0.0276436
0.0544102,0.0258151
-0.0493667,-0.0234227
0.016125,0.0497044
0.00370311,-0.0611921
-0.028579,0.0780231
0.0592758,-0.101478
-0.0964976,0.132661
0.140687,-0.172097
-0.191695,0.219998
0.248904,-0.275587
-0.311088,0.337169
0.375666,-0.402461
-0.439683,0.467923
0.501306,-0.528773
-0.55281,0.582518
0.592593,-0.624428
-0.61778,0.650957
0.626753,-0.659755
-0.61811,0.650644
0.59292,-0.624117
-0.553125,0.582219
0.502118,-0.528002
-0.464018,0.427345
0.41163,-0.342164
-0.363156,0.249618
0.322313,-0.151951
-0.292367,0.0501443
0.275139,0.0549883
-0.27129,-0.162943
0.280337,0.272558
-0.30066,-0.382472
0.329269,0.49049
-0.363104,-0.59294
0.380207,0.704663
-0.419042,-0.776655
0.44878,0.832762
-0.467843,-0.868154
0.474382,0.880307
-0.467404,-0.868391
0.448344,0.832997
-0.418242,-0.777086
0.379468,0.705061
-0.325325,-0.624039
0.273337,0.536705
-0.219599,-0.44959
0.165988,0.367333
-0.114383,-0.29315
0.0654828,0.229205
-0.0197871,-0.176471
-0.0225862,0.134808
0.0613849,-0.103426
-0.0966043,0.08087
0.127975,-0.0654476
-0.16854,0.0302385
0.185758,-0.0333261
-0.199125,0.0357223
0.207605,-0.037137
-0.21051,0.0376548
0.207606,-0.0371333
-0.199143,0.0356179
0.185793,-0.0331347
-0.168571,0.0300619
0.150942,-0.0422691
-0.130974,0.0462629
0.111368,-0.0532313
-0.0933045,0.063901
0.0776571,-0.078952
-0.0649988,0.0987255
0.055482,-0.123367
-0.0490691,0.152439
0.0455671,-0.185066
-0.0443062,0.219874
0.0447466,-0.254948
-0.0402322,0.287049
0.0444997,-0.316352
-0.0477047,0.339114
0.049735,-0.353524
-0.0506092,0.358446
0.0499139,-0.353499
-0.0478823,0.339089
0.044671,-0.316328
-0.0406731,0.286987
0.0332044,-0.254575
-0.026785,0.219351
0.0199534,-0.184324
-0.0126684,0.151397
0.00513906,-0.121962
0.00256632,0.0968694
-0.0103603,-0.0765204
0.0182628,0.06084
-0.0261264,-0.0494738
0.0337746,0.0417864
-0.041025,-0.036986
0.049043,0.0240859
-0.054053,-0.026547
0.0579282,0.0284859
-0.0603896,-0.029697
0.0612344,0.0301131
-0.0603891,-0.0296981
0.0579133,0.0285163
-0.0540256,-0.0266026
0.0490177,0.0241372
-0.0153731,-0.0499399
-0.00459531,0.0611305
0.0297131,-0.0775978
-0.0607476,0.100604
0.0984829,-0.131193
-0.143177,0.17003
0.194876,-0.217184
-0.25302,0.271811
0.315961,-0.332605
-0.381482,0.396949
0.446445,-0.461473
-0.509201,0.521171
0.561227,-0.574409
-0.601615,0.615736
0.6275,-0.641589
-0.636286,0.650561
0.627511,-0.641578
-0.601938,0.61542
0.561818,-0.573831
-0.509747,0.520637
0.470187,-0.420545
-0.416728,0.335932
0.366749,-0.244306
-0.32449,0.147243
0.293065,-0.0458831
-0.274281,-0.0591216
0.26889,0.166875
-0.276341,-0.27661
0.294873,0.386952
-0.322097,-0.495231
0.354437,0.598163
-0.369912,-0.710123
0.407313,0.782872
-0.436614,-0.839207
0.45516,0.874873
-0.461088,-0.887345
0.454717,0.875103
-0.436174,-0.839436
0.406889,0.783092
-0.368821,-0.71069
0.316209,0.628709
-0.265498,-0.540627
0.213033,0.452739
-0.160625,-0.36971
0.110104,0.294784
-0.0621394,-0.230134
0.0171293,0.176749
0.0245473,-0.134466
-0.0628856,0.102523
0.0977735,-0.079456
-0.128948,0.0635159
0.168965,-0.0277831
-0.186227,0.0306197
0.199644,-0.0327237
-0.208128,0.0341125
0.21104,-0.0345879
-0.208128,0.0341088
0.199661,-0.0326191
-0.186259,0.0304279
0.168994,-0.027606
-0.151564,0.0399944
0.131636,-0.0443523
-0.112134,0.0516052
0.0942263,-0.0625366
-0.0788372,0.0777751
0.0664297,-0.0977691
-0.0572722,0.122546
0.051357,-0.151683
-0.0482559,0.184383
0.0475016,-0.219206
-0.0484523,0.25427
0.0445452,-0.286411
-0.0490988,0.31567
0.0526347,-0.338384
-0.0550468,0.352736
0.0558203,-0.357671
-0.0550531,0.352735
0.052812,-0.338356
-0.0494239,0.315619
0.0448453,-0.286364
-0.0369059,0.254065
0.0300815,-0.218923
-0.0226341,0.184014
0.0148708,-0.151196
-0.0069141,0.121874
-0.0011081,-0.0968965
0.00924441,0.0766624
-0.017374,-0.0610986
0.0254018,0.0498478
-0.0331607,-0.0422724
0.0404798,0.0375778
-0.0486844,-0.0247956
0.0536444,0.0273554
-0.0575041,-0.0293243
0.0599475,0.0305709
-0.060786,-0.0309992
0.059932,0.0306013
-0.0574888,-0.0293544
0.0536296,0.0273845
-0.0486462,-0.0248703
0.0146423,0.050157
0.0054865,-0.0610559
-0.0308408,0.0771561
0.0622551,-0.0996778
-0.100383,0.129745
0.145637,-0.167928
-0.198121,0.214227
0.256949,-0.268099
-0.320768,0.32797
0.387218,-0.391354
-0.453334,0.454704
0.516731,-0.513704
-0.569525,0.566179
0.610807,-0.606615
-0.636769,0.632387
0.645685,-0.64123
-0.63678,0.632376
0.611125,-0.606295
-0.570108,0.565592
0.517269,-0.513162
-0.476458,0.413423
0.421572,-0.329831
-0.370265,0.238941
0.326598,-0.142503
-0.293721,0.0414687
0.273391,0.063108
-0.266433,-0.170772
0.272149,0.280737
-0.289211,-0.391204
0.314856,0.499868
-0.345695,-0.60326
0.35919,0.715608
-0.395878,-0.788718
0.424355,0.845474
-0.44238,-0.881406
0.448126,0.893963
-0.441934,-0.88163
0.423912,0.845696
-0.395065,-0.789126
0.35844,0.715984
-0.307026,-0.633246
0.257602,0.544435
-0.206199,-0.455894
0.155227,0.37201
-0.105802,-0.296356
0.05867,0.231043
-0.014554,-0.176981
-0.0265033,0.134095
0.0643731,-0.101597
-0.0989601,0.0779769
0.129861,-0.0616331
-0.169355,0.0253217
0.186671,-0.0278157
-0.200103,0.0298154
0.208606,-0.0310806
-0.211526,0.0315136
0.208622,-0.030975
-0.200118,0.0297106
0.186686,-0.0277146
-0.169394,0.0250615
0.152133,-0.0377848
-0.13227,0.0424322
0.112875,-0.0499681
-0.095158,0.0611124
0.0799621,-0.0766197
-0.0678466,0.0967921
0.0591098,-0.121671
-0.0535596,0.15092
0.0509345,-0.183661
-0.050687,0.218491
0.0522716,-0.253512
-0.0487087,0.285732
0.0536876,-0.314922
-0.0577185,0.337553
0.0601744,-0.351897
-0.0610196,0.356821
0.0601806,-0.351896
-0.0578954,0.337523
0.0540119,-0.314866
-0.0490081,0.285681
0.0405996,-0.2535
-0.0332646,0.218462
0.02531,-0.183665
-0.0170701,0.150963
0.00874713,-0.121756
-0.000303052,0.0969018
-0.00812661,-0.0767881
0.0164815,0.0613441
-0.0246474,-0.0502233
0.0325399,0.0427493
-0.0399262,-0.0381616
0.0483031,0.0255236
-0.0532375,-0.0281315
0.0570679,0.0301562
-0.0594927,-0.0314383
0.0603094,0.0319082
-0.0594768,-0.0314684
0.0570521,0.0301861
-0.0532085,-0.0281864
0.0482763,0.0255742
-0.0139084,-0.0503634
-0.00637648,0.0609683
0.0319995,-0.0766823
-0.0637003,0.0987602
0.102261,-0.128269
-0.148147,0.165717
0.201218,-0.21132
-0.260823,0.26433
0.325506,-0.323266
-0.393059,0.385484
0.459902,-0.448057
-0.52415,0.506128
0.577975,-0.557547
-0.619568,0.597659
0.645902,-0.623051
-0.654946,0.631764
0.646218,-0.622724
-0.619881,0.597335
0.578277,-0.557234
-0.524927,0.505322
0.482423,-0.406444
-0.426326,0.323659
0.373702,-0.233526
-0.328703,0.137574
0.294293,-0.0371887
-0.272443,-0.0670811
0.263919,0.174632
-0.268035,-0.284669
0.283487,0.395372
-0.307548,-0.504398
0.336583,0.608393
-0.348738,-0.720761
0.384358,0.794398
-0.412007,-0.851562
0.429074,0.887963
-0.43507,-0.900392
0.429058,0.88797
-0.411145,-0.851979
0.38354,0.794793
-0.347983,-0.721126
0.297778,0.637648
-0.249384,-0.548249
0.199542,0.458847
-0.149796,-0.37423
0.101332,0.297915
-0.0553005,-0.231873
0.0119756,0.177174
0.0284536,-0.133695
-0.065896,0.100618
0.100087,-0.0765289
-0.130747,0.0597371
0.16972,-0.0227719
-0.187059,0.0250966
0.200519,-0.0269006
-0.209041,0.0280419
0.21198,-0.0283289
-0.209055,0.0279361
0.200533,-0.0267956
-0.187085,0.0249039
0.169744,-0.022594
-0.152669,0.0355672
0.132876,-0.0405031
-0.113616,0.0482649
0.0960391,-0.0597212
-0.0810701,0.0754479
0.0692959,-0.0957606
-0.060875,0.120797
0.0557508,-0.150124
-0.0536024,0.1829
0.0539679,-0.217704
-0.0559556,0.252724
0.0528618,-0.284992
-0.058265,0.314107
0.0626248,-0.336677
-0.0652892,0.350983
0.0662059,-0.355894
-0.0654668,0.35095
0.0628012,-0.336644
-0.0585885,0.314047
0.0531604,-0.284937
-0.0444081,0.252861
0.0364406,-0.217954
-0.0279805,0.183276
0.0193393,-0.150689
-0.0105188,0.121615
0.00171411,-0.0968865
0.00700711,0.0768976
-0.0155555,-0.0615842
0.0239121,0.0505756
-0.0319121,-0.0432172
0.0393451,0.0387564
-0.0479237,-0.0262223
0.0528194,0.0289016
-0.0566197,-0.0309818
0.0590096,0.0323277
-0.0598351,-0.0327806
0.0590091,0.0323287
-0.0565883,-0.0310391
0.0527896,0.028956
-0.0478962,-0.0262725
0.0131716,0.050559
0.00729481,-0.0608642
-0.0331136,0.0762073
0.065132,-0.0978216
-0.104179,0.126716
0.150543,-0.163542
-0.204272,0.208369
0.264642,-0.260505
-0.330331,0.318332
0.398627,-0.379722
-0.466373,0.441315
0.531702,-0.498185
-0.586026,0.549074
0.628199,-0.588577
-0.654899,0.613583
0.664373,-0.621839
-0.65521,0.613251
0.628507,-0.588248
-0.586323,0.548757
0.532224,-0.497627
-0.488285,0.399379
0.43099,-0.317419
-0.377171,0.227877
0.33067,-0.132774
-0.294803,0.0329008
0.271438,0.0710399
-0.261262,-0.178583
0.263864,0.28854
-0.277703,-0.399457
0.299927,0.508969
-0.327693,-0.613228
0.338212,0.725762
-0.372757,-0.799909
0.399152,0.857665
-0.416106,-0.894115
0.421921,0.90663
-0.415654,-0.894325
0.398703,0.857874
-0.371933,-0.800293
0.337452,0.726116
-0.288154,-0.642057
0.241379,0.551822
-0.192844,-0.461704
0.14415,0.376442
-0.0969848,-0.299358
0.0519193,0.232654
-0.00939471,-0.17733
-0.030463,0.133253
0.0673554,-0.0996486
-0.101193,0.0750647
0.131634,-0.0577642
-0.170037,0.0202999
0.187409,-0.0223721
-0.200894,0.0239801
0.209443,-0.024895
-0.212374,0.0252414
0.209443,-0.0248912
-0.200918,0.0237767
0.187432,-0.022179
-0.170058,0.0201217
0.153174,-0.0333419
-0.133473,0.0385001
0.114308,-0.0466065
-0.0968998,0.0583173
0.0821971,-0.0742201
-0.0706832,0.094742
0.0626273,-0.119899
-0.0579302,0.149297
0.0563478,-0.182073
-0.0571307,0.216895
0.0596278,-0.251883
-0.0570037,0.284192
0.062983,-0.313194
-0.0675179,0.33573
0.0703901,-0.349996
-0.0715516,0.354858
0.0705673,-0.34996
-0.0676938,0.335694
0.0631526,-0.31316
-0.0574402,0.284105
0.0480835,-0.252187
-0.0396088,0.2174
0.0307344,-0.182834
-0.0215307,0.150391
0.0122882,-0.121449
-0.0031248,0.0968507
-0.00584854,-0.0769935
0.0146562,0.0618032
-0.0231717,-0.0509172
0.0312564,0.0436911
-0.0387745,-0.0393235
0.0475342,0.0269154
-0.0523901,-0.0296655
0.056144,0.031828
-0.0585295,-0.0331811
0.0593482,0.0336459
-0.0585127,-0.0332107
0.0561273,0.0318574
-0.0523595,-0.0297195
0.047506,0.0269652
-0.0124072,-0.0507499
-0.00818177,0.0607502
0.0342208,-0.0757161
-0.0665972,0.0968298
0.106013,-0.125185
-0.152908,0.161333
0.207283,-0.205373
-0.26853,0.256494
0.334928,-0.313489
-0.404109,0.373879
0.472957,-0.434248
-0.538894,0.490392
0.593953,-0.540486
-0.636696,0.579371
0.664052,-0.603661
-0.67335,0.612102
0.664063,-0.603649
-0.636999,0.579037
0.594509,-0.539874
-0.539408,0.489828
0.494044,-0.392229
-0.435715,0.310899
0.380447,-0.222363
-0.332566,0.127947
0.29525,-0.0286059
-0.270338,-0.0751157
0.258635,0.182367
-0.259637,-0.292351
0.271664,0.403591
-0.292488,-0.513281
0.318735,0.617934
-0.327615,-0.730609
0.360684,0.805427
-0.386629,-0.863385
0.403051,0.900078
-0.408237,-0.912876
0.402595,0.900282
-0.386177,-0.863588
0.360248,0.805623
-0.326492,-0.731111
0.27878,0.646184
-0.233323,-0.555278
0.185877,0.464553
-0.138656,-0.378501
0.0926174,0.300739
-0.0485271,-0.233386
0.00672509,0.177452
0.0324006,-0.132796
-0.0688006,0.0986582
0.102313,-0.0735345
-0.132464,0.0558428
0.170318,-0.0178235
-0.187718,0.0196427
0.201236,-0.020956
-0.209787,0.0218447
0.212723,-0.0221485
-0.209798,0.0217385
0.201247,-0.0208506
-0.187738,0.0194493
0.170337,-0.017645
-0.153661,0.0310345
0.134022,-0.0365538
-0.114977,0.0449382
0.09774,-0.0569011
-0.08327,0.073016
0.0720556,-0.0937033
-0.0643664,0.118974
0.0601699,-0.148409
-0.0589919,0.181234
0.0602814,-0.216041
-0.0632873,0.250988
0.0612718,-0.283302
-0.0675342,0.312244
0.0723966,-0.334711
-0.0756465,0.348897
0.0767082,-0.353778
-0.0756527,0.348896
0.0725719,-0.334673
-0.0678558,0.312174
0.0615687,-0.283238
-0.0517486,0.25146
0.0428745,-0.216779
-0.0333923,0.182367
0.0237175,-0.150061
-0.014055,0.121256
0.00458205,-0.0967922
0.00472632,0.0770698
-0.0137538,-0.0620091
0.0224015,0.051259
-0.0306151,-0.0441401
0.0381957,0.0398822
-0.0471347,-0.0276027
0.0519349,0.0304484
-0.0556716,-0.0326398
0.058037,0.0340274
-0.058832,-0.0345328
0.0580198,0.0340567
-0.0556545,-0.032669
0.0519184,0.0304766
-0.0470923,-0.0276751
0.011665,0.0509236
0.00906697,-0.0606234
-0.0353573,0.0751916
0.0680004,-0.0958492
-0.107825,0.123628
0.15524,-0.15909
-0.210348,0.202231
0.272234,-0.252558
-0.339454,0.308581
0.409507,-0.367957
-0.479225,0.427318
0.545972,-0.482496
-0.601754,0.531783
0.645336,-0.569727
-0.672765,0.593931
0.682184,-0.602236
-0.672776,0.593919
0.645635,-0.569388
-0.602301,0.531163
0.546478,-0.481924
0,-0
0,0
0,-0
0,0
0,-0
0,0
0,-0
0,0
0,-0
0,0
0,-0
0,0
0,-0
0,0
0,-0
