_name=mixed
_uid=0
_timeDuration_sec=1
_numSamplePts=2000
_samplingFreq_Hz=2000
_isComplex=1
basebandTimeDuration_sec=1
basebandSamplingFreq_Hz=100
basebandSamplePts=100
basebandFreqRng_Hz=[10, 50]
carrierFreq_Hz=1000
carrierSamplePts=2000
carrierFreqRng_Hz=[500, 2000]
isTimeDomainSln=1

# xR, xI
0.0321464,-0.340945
-0.0299914,0.318059
0.027214,-0.288577
-0.0212359,0.255855
0.0164737,-0.220369
-0.0111772,0.185067
0.00546245,-0.151831
0.000662591,0.122072
-0.00718176,-0.0966418
0.0140377,0.0759387
-0.0211871,-0.0598949
0.0284966,0.0481639
-0.035788,-0.0401005
0.0428033,0.0349487
-0.050185,-0.0216737
0.0553146,0.0238816
-0.0592945,-0.0256005
0.061814,0.026689
-0.062682,-0.0270553
0.0618168,0.0266825
-0.0592999,-0.0255882
0.0553192,0.0238711
-0.0501914,-0.0216589
0.0179097,0.0491053
0.00146831,-0.0612942
-0.0257116,0.0790179
0.0555387,-0.103573
-0.0916055,0.136087
0.134227,-0.177186
-0.183433,0.22694
0.238515,-0.284636
-0.298206,0.348628
0.360287,-0.416301
-0.421743,0.484175
0.481031,-0.547305
-0.530105,0.603279
0.568255,-0.646682
-0.592409,0.674157
0.600621,-0.683659
-0.592338,0.674219
0.56812,-0.646801
-0.52999,0.60338
0.480803,-0.547506
-0.446722,0.445416
0.39775,-0.358224
-0.35282,0.264044
0.31594,-0.16481
-0.290107,0.0619156
0.277137,0.0438272
-0.277721,-0.151714
0.291271,0.260832
-0.31608,-0.369819
0.349382,0.47636
-0.387448,-0.577313
0.409181,0.688227
-0.451069,-0.758486
0.483519,0.813067
-0.504161,-0.847561
0.511209,0.859425
-0.504146,-0.84757
0.483688,0.812966
-0.451214,-0.7584
0.409468,0.688056
-0.352186,-0.60927
0.296446,0.524284
-0.239021,-0.439564
0.182047,0.359638
-0.127254,-0.287792
0.0755729,0.226075
-0.02759,-0.175417
-0.0165007,0.135681
0.0566656,-0.106073
-0.0928483,0.0851309
0.124878,-0.0711358
-0.166965,0.0378697
0.184017,-0.0417593
-0.197259,0.0447623
0.205636,-0.0466878
-0.208514,0.0473392
0.205637,-0.0466841
-0.197249,0.0448035
0.184009,-0.0417944
-0.166949,0.0379393
0.148769,-0.049306
-0.128613,0.0524213
0.108695,-0.0584656
-0.0901464,0.0682647
0.0737934,-0.0825641
-0.0601591,0.101742
0.0494681,-0.125896
-0.0416447,0.154632
0.0364807,-0.18707
-0.0334969,0.22178
0.032222,-0.256834
-0.0261444,0.288676
0.0287793,-0.31817
-0.0308531,0.341064
0.032124,-0.355561
-0.0325767,0.360536
0.0320869,-0.355564
-0.030782,0.34107
0.0287186,-0.318176
-0.026024,0.288687
0.0202122,-0.255938
-0.0155652,0.220434
0.010437,-0.18511
-0.00485544,0.151851
-0.00116522,-0.122068
0.00756744,0.0966118
-0.0143495,-0.0758796
0.0214104,0.0598142
-0.0286872,-0.0480487
0.0359459,0.039956
-0.042936,-0.0347813
0.0502657,0.0214776
-0.0554007,-0.0236723
0.059393,0.0253616
-0.0619166,-0.0264399
0.0627828,0.0268104
-0.0619162,-0.026441
0.0593921,0.0253637
-0.055411,-0.0236482
0.0502747,0.0214566
-0.0180975,-0.0490343
-0.00123265,0.0612984
0.0254162,-0.0791129
-0.0551251,0.103793
0.0910612,-0.136452
-0.133539,0.177704
0.182551,-0.227649
-0.237374,0.285587
0.296808,-0.349817
-0.358618,0.417737
0.41986,-0.485805
-0.478903,0.549165
0.527686,-0.605393
-0.565661,0.648948
0.589705,-0.67652
-0.597963,0.685981
0.589717,-0.676509
-0.565526,0.649066
0.52757,-0.605493
-0.478674,0.549365
0.444989,-0.447144
-0.396356,0.359763
0.35176,-0.265452
-0.315278,0.166072
0.289864,-0.0630393
-0.277304,-0.0427529
0.278308,0.150636
-0.292312,-0.259665
0.317557,0.368553
-0.351228,-0.475003
0.389685,0.575808
-0.411848,-0.686636
0.454101,0.756677
-0.486769,-0.811127
0.507446,0.8456
-0.514539,-0.857438
0.507431,0.845609
-0.486938,-0.811026
0.454245,0.75659
-0.412135,-0.686464
0.354547,0.607901
-0.298478,-0.523131
0.240778,0.438605
-0.183484,-0.358908
0.128369,0.287297
-0.0764485,-0.225781
0.028269,0.175309
0.0159593,-0.135747
-0.0562428,0.106299
0.0925199,-0.0854912
-0.124604,0.0716204
0.16682,-0.0385178
-0.183852,0.0424961
0.197082,-0.0455521
-0.205457,0.047486
0.208333,-0.0481487
-0.205458,0.0474824
0.197072,-0.0455932
-0.183844,0.0425312
0.166804,-0.0385874
-0.148579,0.0498833
0.128411,-0.0529203
-0.108462,0.0589005
0.0898743,-0.0686252
-0.0734739,0.08285
0.0597651,-0.101974
-0.0489801,0.126087
0.0410262,-0.154797
-0.0357324,0.187214
0.0326367,-0.221908
-0.0312257,0.256957
0.0250244,-0.288775
-0.027506,0.318282
0.0294883,-0.341184
-0.0307445,0.355682
0.031178,-0.360659
-0.0307509,0.355682
0.0294171,-0.34119
-0.0274453,0.318288
0.024904,-0.288785
-0.0192195,0.256014
0.0147372,-0.220491
-0.00969668,0.18515
0.00424834,-0.151869
0.00163802,0.122062
-0.00794122,-0.0965812
0.0146333,0.0758246
-0.0216626,-0.059722
0.0288773,0.0479327
-0.0361032,-0.0398109
0.0430722,0.0346081
-0.0503483,-0.0212751
0.0554974,0.0234355
-0.0594905,-0.0251223
0.0620183,0.0261904
-0.0628859,-0.0265575
0.0620178,0.0261915
-0.0594957,-0.0251099
0.0555019,0.0234249
-0.0503572,-0.0212541
0.018291,0.0489602
0.000989508,-0.0613017
-0.0250819,0.0792191
0.0547107,-0.104012
-0.0905154,0.136814
0.132828,-0.178236
-0.181639,0.228377
0.23623,-0.286533
-0.295405,0.351
0.356943,-0.419167
-0.417912,0.48748
0.476701,-0.551075
-0.525258,0.607497
0.563058,-0.651204
-0.586991,0.678872
0.595211,-0.688366
-0.587003,0.678861
0.562923,-0.651322
-0.525142,0.607597
0.476471,-0.551274
-0.443196,0.448919
0.394912,-0.361344
-0.350694,0.266856
0.31461,-0.16733
-0.289609,0.0641974
0.277473,0.0416441
-0.278945,-0.149455
0.293349,0.258495
-0.31903,-0.367281
0.353126,0.473595
-0.391986,-0.574245
0.414761,0.684883
-0.457126,-0.754855
0.490011,0.809175
-0.510827,-0.843565
0.517967,0.855374
-0.511017,-0.84345
0.49018,0.809073
-0.45727,-0.754768
0.414879,0.684812
-0.356977,-0.606479
0.300696,0.521861
-0.242531,-0.437639
0.184919,0.358172
-0.129517,-0.286782
0.0773505,0.225474
-0.0290118,-0.175189
-0.0154176,0.13581
0.055819,-0.106524
-0.0921796,0.0858613
0.124319,-0.0721192
-0.166658,0.0392264
0.183685,-0.0432322
-0.196902,0.0463412
0.20527,-0.0483086
-0.208143,0.0489828
0.205259,-0.0483551
-0.196892,0.0463822
0.183676,-0.0432672
-0.166652,0.0392552
0.148381,-0.0504781
-0.128188,0.0534655
0.108228,-0.0593344
-0.0896007,0.0689846
0.0731432,-0.0831435
-0.0593576,0.102213
0.0484452,-0.126294
-0.0404071,0.15496
0.0349834,-0.187355
-0.0317488,0.222036
0.0301976,-0.257079
-0.0237983,0.288878
0.0262324,-0.318389
-0.028123,0.341299
0.0293212,-0.355802
-0.0297347,0.36078
0.0292407,-0.355809
-0.0280518,0.341305
0.0261716,-0.318394
-0.0237483,0.288882
0.0181952,-0.256088
-0.0138013,0.220551
0.00895616,-0.185186
-0.00364117,0.151884
-0.00212568,-0.122054
0.00832665,0.0965481
-0.0149538,-0.0757612
0.0218999,0.0596342
-0.029067,-0.0478159
0.03626,0.0396652
-0.0432077,-0.0344344
0.0504352,0.0210599
-0.0555875,-0.0232119
0.059587,0.0248826
-0.0621189,-0.0259406
0.0629879,0.0263041
-0.0621248,-0.0259265
0.0595922,0.0248702
-0.0555919,-0.0232013
0.0504388,0.0210512
-0.0184842,-0.0488855
-0.00073139,0.0613043
0.0247664,-0.0793178
-0.0542954,0.104229
0.0899681,-0.137174
-0.132114,0.178765
0.180668,-0.229145
-0.235081,0.287475
0.293998,-0.352178
-0.355262,0.420591
0.415957,-0.489146
-0.474355,0.553092
0.522821,-0.609592
-0.560447,0.65345
0.584269,-0.681213
-0.592451,0.69074
0.584114,-0.681345
-0.56031,0.653567
0.522705,-0.609691
-0.47426,0.553174
0.441395,-0.450687
-0.393374,0.363016
0.349623,-0.268255
-0.313938,0.168587
0.289349,-0.0653546
-0.277637,-0.0405346
0.279541,0.148338
-0.294381,-0.25732
0.320497,0.366002
-0.355018,-0.47218
0.394282,0.572674
-0.417498,-0.68322
0.460143,0.753022
-0.493246,-0.80721
0.514199,0.841517
-0.521386,-0.853297
0.514389,0.8414
-0.493414,-0.807107
0.460287,0.752934
-0.417616,-0.683148
0.359402,0.605047
-0.302782,-0.520655
0.24428,0.436667
-0.18635,-0.35743
0.130663,0.286262
-0.0783062,-0.225145
0.0297114,0.175072
0.0148757,-0.135872
-0.0553944,0.106747
0.0918378,-0.0862302
-0.124015,0.072647
0.166503,-0.0398937
-0.183514,0.0439676
0.196719,-0.0471296
-0.205079,0.0491305
0.207937,-0.0498669
-0.205068,0.0491769
0.196709,-0.0471706
-0.183506,0.0440026
0.166497,-0.0399225
-0.148169,0.0511082
0.127975,-0.0539785
-0.107991,0.0597674
0.0893257,-0.0693428
-0.0728113,0.0834357
0.0589242,-0.102464
-0.0479403,0.126487
0.0397874,-0.15512
-0.0342339,0.187494
0.0308605,-0.222161
-0.0291062,0.257205
0.0226423,-0.28897
-0.0249583,0.318491
0.0267572,-0.341408
-0.0278974,0.355916
0.0282029,-0.360903
-0.0278168,0.355922
0.026686,-0.341414
-0.0248975,0.318496
0.0225923,-0.288974
-0.0171081,0.256163
0.012919,-0.220604
-0.00821552,0.18522
0.00303395,-0.151897
0.00261332,0.122044
-0.00873551,-0.0965114
0.0152556,0.0757002
-0.0221368,-0.0595454
0.0292562,0.0476984
-0.0364161,-0.0395188
0.0433509,0.0342496
-0.0505161,-0.0208567
0.0556766,0.0229879
-0.0596826,-0.0246426
0.0622186,0.0256903
-0.0630953,-0.026035
0.0622244,0.0256762
-0.0596877,-0.0246301
0.055681,0.0229773
-0.0505197,-0.020848
0.0186891,0.0488054
0.000488233,-0.0613056
-0.0244506,0.0794153
0.0538792,-0.104445
-0.0894194,0.137532
0.131355,-0.179324
-0.17975,0.229865
0.233929,-0.288412
-0.292586,0.35335
0.353575,-0.422007
-0.413876,0.490906
0.472137,-0.554984
-0.520377,0.611677
0.557826,-0.655685
-0.581537,0.683542
0.589511,-0.693246
-0.581382,0.683674
0.557689,-0.655801
-0.52026,0.611776
0.472041,-0.555065
-0.439476,0.452555
0.391917,-0.364585
-0.348546,0.269651
0.31326,-0.16984
-0.289085,0.0665106
0.277807,0.0393567
-0.280132,-0.14722
0.295409,0.256141
-0.321959,-0.364718
0.356905,0.470757
-0.39671,-0.570997
0.420229,0.681545
-0.463154,-0.751177
0.496473,0.805232
-0.517563,-0.839454
0.525005,0.851078
-0.517548,-0.839464
0.496444,0.805249
-0.46293,-0.751315
0.419848,0.68178
-0.361378,-0.603871
0.304229,0.519812
-0.245494,-0.435987
0.187256,0.356957
-0.131388,-0.28593
0.0787669,0.224984
-0.0300267,-0.175018
-0.0146312,0.135898
0.0552287,-0.106833
-0.0917042,0.086373
0.123938,-0.0727794
-0.166462,0.0400714
0.183479,-0.0441187
-0.196693,0.0472435
0.205052,-0.0492493
-0.207934,0.0498858
0.205065,-0.0491956
-0.196718,0.0471404
0.183514,-0.0439745
-0.166514,0.0398563
0.148203,-0.0510131
-0.128024,0.0538651
0.10806,-0.0596453
-0.0894048,0.0692419
0.0729266,-0.0833356
-0.0590905,0.102368
0.0481763,-0.126397
-0.0400767,0.155046
0.0346293,-0.187421
-0.0313831,0.222088
0.029774,-0.257128
-0.023463,0.288905
0.0258629,-0.318419
-0.0278102,0.341324
0.0289952,-0.355828
-0.0294922,0.3608
0.0291753,-0.355813
-0.027989,0.341309
0.0261909,-0.318392
-0.0237658,0.28888
0.0182734,-0.256082
-0.0139226,0.220543
0.00910345,-0.185179
-0.00376226,0.151881
-0.00199818,-0.122056
0.0082017,0.096558
-0.0148366,-0.0757831
0.0217923,0.0596719
-0.0289798,-0.0478661
0.0361769,0.0397368
-0.0431347,-0.0345198
0.0503783,0.0211843
-0.055519,-0.0233626
0.0595137,0.0250441
-0.0620361,-0.0261241
0.0629039,0.0264902
-0.0620292,-0.0261403
0.0595005,0.0250753
-0.0555007,-0.0234062
0.0503509,0.0212494
-0.0182867,-0.0489568
-0.0010074,0.0612989
0.0251218,-0.0792053
-0.0547863,0.103972
0.0906129,-0.136749
-0.132997,0.178109
0.181854,-0.228203
-0.236639,0.286192
0.295991,-0.350502
-0.357642,0.418566
0.418844,-0.486673
-0.477754,0.550155
0.526715,-0.606226
-0.56462,0.649842
0.588785,-0.677308
-0.597197,0.686634
0.588962,-0.677154
-0.565119,0.649408
0.527191,-0.605812
-0.478464,0.549538
0.444818,-0.447304
-0.396306,0.359809
0.351852,-0.265321
-0.315335,0.165954
0.2899,-0.0628607
-0.277278,-0.0429237
0.27818,0.150876
-0.292029,-0.259988
0.317066,0.368981
-0.350595,-0.475476
0.388777,0.576428
-0.410598,-0.687392
0.452539,0.75762
-0.484895,-0.812257
0.505493,0.846778
-0.512349,-0.858757
0.505271,0.84691
-0.48447,-0.812511
0.451758,0.758086
-0.409878,-0.687821
0.352399,0.609155
-0.296629,-0.524187
0.239013,0.439574
-0.182039,-0.359646
0.127141,0.287844
-0.0754269,-0.226126
0.0274743,0.175437
0.0166428,-0.135668
-0.0567801,0.106019
0.0929751,-0.0850073
-0.124987,0.0709688
0.16704,-0.0376046
-0.184105,0.0414446
0.197364,-0.0443768
-0.205763,0.0462105
0.208642,-0.0468553
-0.205775,0.0461566
0.197387,-0.0442734
-0.184148,0.041255
0.167079,-0.0374295
-0.148944,0.0488151
0.12881,-0.0519653
-0.108918,0.0580668
0.0904213,-0.0679116
-0.074133,0.0822656
0.0605999,-0.101483
-0.0500115,0.125683
0.0423671,-0.154436
-0.0373992,0.186888
